FIRE_YEAR,DISCOVERY_DOY,STAT_CAUSE_DESCR,FIRE_SIZE,FIRE_SIZE_CLASS,STATE,LATITUDE,LONGITUDE,OWNER_DESCR,MONTH,MONTH_NAME,CAUSE_TYPE,SIZE_CLASS_LABEL
1998,159,Children,0.1,A,FL,29.25,-81.08,MISSING/NOT SPECIFIED,6,Jun,Human,A: <0.25 acres
2011,217,Equipment Use,1500,F,OK,34.8261,-98.0625,PRIVATE,8,Aug,Human,F: 1000-4999 acres
2002,159,Miscellaneous,0.1,A,CA,39.95027778,-120.96694444,STATE OR PRIVATE,6,Jun,Human,A: <0.25 acres
2012,339,Debris Burning,25,C,KY,37.48386,-83.64056,PRIVATE,12,Dec,Human,C: 10-99.9 acres
1992,144,Smoking,0.51,B,GA,30.8131,-84.1945,PRIVATE,5,May,Human,B: 0.25-9.9 acres
2014,24,Debris Burning,20,C,TX,32.7296378,-100.8993641,MISSING/NOT SPECIFIED,1,Jan,Human,C: 10-99.9 acres
2006,211,Miscellaneous,1,B,MS,30.8358,-89.5625,MISSING/NOT SPECIFIED,7,Jul,Human,B: 0.25-9.9 acres
2013,262,Miscellaneous,1.1,B,ID,46.54999256,-116.4043703,UNDEFINED FEDERAL,9,Sep,Human,B: 0.25-9.9 acres
2013,353,Debris Burning,6,B,TX,32.442926,-95.3273512,PRIVATE,12,Dec,Human,B: 0.25-9.9 acres
2014,271,Miscellaneous,0.1,A,WY,41.16611111,-105.33805556,USFS,9,Sep,Human,A: <0.25 acres
2001,309,Debris Burning,1,B,GA,34.31,-84.7578,PRIVATE,11,Nov,Human,B: 0.25-9.9 acres
2004,277,Arson,3,B,OK,34.8832,-94.9877,BIA,10,Oct,Human,B: 0.25-9.9 acres
1999,115,Arson,0.2,A,WV,38.27276027,-82.46901817,PRIVATE,4,Apr,Human,A: <0.25 acres
2014,51,Miscellaneous,1,B,MO,38.1,-91.13,MISSING/NOT SPECIFIED,2,Feb,Human,B: 0.25-9.9 acres
2014,281,Children,2.1,B,MN,47.8733,-94.9997,BIA,10,Oct,Human,B: 0.25-9.9 acres
1999,279,Miscellaneous,0.3,B,FL,30.6081,-86.9039,MISSING/NOT SPECIFIED,10,Oct,Human,B: 0.25-9.9 acres
2011,230,Missing/Undefined,0.1,A,AZ,33.07149887,-111.808403,MISSING/NOT SPECIFIED,8,Aug,Human,A: <0.25 acres
1999,266,Debris Burning,4,B,MS,31.48626261,-89.98600407,MISSING/NOT SPECIFIED,9,Sep,Human,B: 0.25-9.9 acres
2006,246,Equipment Use,5,B,CA,38.64888888,-120.90111111,MISSING/NOT SPECIFIED,9,Sep,Human,B: 0.25-9.9 acres
1997,272,Arson,0.46,B,GA,34.2071,-84.4884,MISSING/NOT SPECIFIED,9,Sep,Human,B: 0.25-9.9 acres
2003,109,Smoking,18,C,AL,32.402369,-85.633275,MISSING/NOT SPECIFIED,4,Apr,Human,C: 10-99.9 acres
2009,81,Debris Burning,0.1,A,TN,36.295167,-88.55434,PRIVATE,3,Mar,Human,A: <0.25 acres
2011,49,Debris Burning,0.5,B,TX,30.104557,-95.555628,STATE OR PRIVATE,2,Feb,Human,B: 0.25-9.9 acres
2005,77,Missing/Undefined,1,B,PR,18.320265,-65.735077,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
1999,190,Lightning,0.1,A,CO,37.2167,-108.5084,NPS,7,Jul,Natural,A: <0.25 acres
2006,78,Arson,0.2,A,FL,30.24167,-82.66777999,MISSING/NOT SPECIFIED,3,Mar,Human,A: <0.25 acres
2013,114,Equipment Use,3,B,AL,32.458099,-85.737326,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
2009,98,Arson,132.4,D,MO,37.67805556,-91.01083333,USFS,4,Apr,Human,D: 100-299 acres
2001,69,Debris Burning,2,B,AR,34.41527778,-93.41722222,USFS,3,Mar,Human,B: 0.25-9.9 acres
2011,104,Miscellaneous,50,C,TX,32.714222,-102.963181,STATE OR PRIVATE,4,Apr,Human,C: 10-99.9 acres
2011,221,Lightning,0.1,A,AZ,35.33361111,-111.78833333,USFS,8,Aug,Natural,A: <0.25 acres
2000,71,Miscellaneous,0.2,A,WI,43.352517,-89.287461,MISSING/NOT SPECIFIED,3,Mar,Human,A: <0.25 acres
2004,239,Arson,0.1,A,MT,45.5989,-107.4509,BIA,8,Aug,Human,A: <0.25 acres
1992,140,Missing/Undefined,0.1,A,MT,46.92075,-113.15854,MISSING/NOT SPECIFIED,5,May,Human,A: <0.25 acres
2015,163,Miscellaneous,0.2,A,NC,36.360616,-75.824783,PRIVATE,6,Jun,Human,A: <0.25 acres
2006,59,Debris Burning,2,B,TX,32.31889,-95.13695001,MISSING/NOT SPECIFIED,2,Feb,Human,B: 0.25-9.9 acres
1993,107,Arson,2.5,B,GA,33.9503,-85.3531,PRIVATE,4,Apr,Human,B: 0.25-9.9 acres
1994,16,Smoking,1,B,AZ,31.504992,-109.46172058,MISSING/NOT SPECIFIED,1,Jan,Human,B: 0.25-9.9 acres
2001,304,Equipment Use,1,B,ID,43.6893,-113.0258,BLM,10,Oct,Human,B: 0.25-9.9 acres
2014,282,Miscellaneous,0.01,A,TX,32.039459,-96.444254,MISSING/NOT SPECIFIED,10,Oct,Human,A: <0.25 acres
1994,105,Equipment Use,0.5,B,FL,27.01,-82.1,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
1998,248,Debris Burning,1,B,TN,35.4483,-86.7517,MISSING/NOT SPECIFIED,9,Sep,Human,B: 0.25-9.9 acres
2010,114,Debris Burning,0.2,A,NC,35.56645,-82.04968333,PRIVATE,4,Apr,Human,A: <0.25 acres
1997,210,Lightning,0.1,A,CA,40.36666667,-123.42166667,STATE OR PRIVATE,7,Jul,Natural,A: <0.25 acres
1999,242,Children,0.3,B,FL,30.28,-82.97,MISSING/NOT SPECIFIED,8,Aug,Human,B: 0.25-9.9 acres
2000,225,Lightning,0.3,B,ID,44.41861111,-114.90138889,USFS,8,Aug,Natural,B: 0.25-9.9 acres
2012,309,Miscellaneous,0.5,B,AL,34.194846,-86.385113,MISSING/NOT SPECIFIED,11,Nov,Human,B: 0.25-9.9 acres
2013,249,Lightning,0.01,A,MT,47.0457,-113.0882,PRIVATE,9,Sep,Natural,A: <0.25 acres
2015,28,Missing/Undefined,0.1,A,AZ,33.3712,-112.16027,MISSING/NOT SPECIFIED,1,Jan,Human,A: <0.25 acres
2002,157,Equipment Use,2,B,CA,39.82,-122.16888888,MISSING/NOT SPECIFIED,6,Jun,Human,B: 0.25-9.9 acres
1994,188,Miscellaneous,2,B,NH,43.1377833,-71.3824878,MISSING/NOT SPECIFIED,7,Jul,Human,B: 0.25-9.9 acres
1992,97,Debris Burning,0.1,A,WI,45.11735877,-90.81223422,MISSING/NOT SPECIFIED,4,Apr,Human,A: <0.25 acres
1992,127,Debris Burning,5,B,TX,32.43958,-94.57709,MISSING/NOT SPECIFIED,5,May,Human,B: 0.25-9.9 acres
2010,175,Miscellaneous,0.2,A,NC,34.17766666,-78.90766666,PRIVATE,6,Jun,Human,A: <0.25 acres
2013,69,Powerline,1,B,FL,30.4311,-84.0191,PRIVATE,3,Mar,Human,B: 0.25-9.9 acres
2006,258,Smoking,7,B,TX,31.74212002,-96.33381001,MISSING/NOT SPECIFIED,9,Sep,Human,B: 0.25-9.9 acres
2012,103,Debris Burning,0.1,A,WA,48.20728,-118.28697,PRIVATE,4,Apr,Human,A: <0.25 acres
2000,84,Arson,0.1,A,NC,35.7833,-80.5667,MISSING/NOT SPECIFIED,3,Mar,Human,A: <0.25 acres
1998,114,Railroad,5,B,FL,27.55,-80.37,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
2015,341,Equipment Use,0.08,A,NC,35.791817,-79.102783,MISSING/NOT SPECIFIED,12,Dec,Human,A: <0.25 acres
1992,32,Missing/Undefined,10,C,SC,34.05833333,-81.85833333,MISSING/NOT SPECIFIED,2,Feb,Human,C: 10-99.9 acres
2001,141,Smoking,0.25,A,NH,44.3877146,-71.6819733,MISSING/NOT SPECIFIED,5,May,Human,A: <0.25 acres
2012,211,Lightning,0.1,A,AZ,36.7408,-113.625703,BLM,7,Jul,Natural,A: <0.25 acres
2008,225,Children,0.2,A,MD,38.81055,-76.03694,MISSING/NOT SPECIFIED,8,Aug,Human,A: <0.25 acres
1999,66,Arson,12,C,MS,31.16519319,-90.7304221,MISSING/NOT SPECIFIED,3,Mar,Human,C: 10-99.9 acres
2008,266,Debris Burning,20,C,TX,32.09824,-99.72456,MISSING/NOT SPECIFIED,9,Sep,Human,C: 10-99.9 acres
2008,14,Miscellaneous,1,B,CA,38.34888888,-123.05805555,MISSING/NOT SPECIFIED,1,Jan,Human,B: 0.25-9.9 acres
1993,195,Smoking,0.1,A,NC,35.4683,-81.025,MISSING/NOT SPECIFIED,7,Jul,Human,A: <0.25 acres
2014,94,Lightning,5,B,AR,34.38586,-92.3545,PRIVATE,4,Apr,Natural,B: 0.25-9.9 acres
2012,358,Miscellaneous,0.1,A,NY,41.5451,-73.9441,MISSING/NOT SPECIFIED,12,Dec,Human,A: <0.25 acres
2000,124,Debris Burning,0.1,A,MN,46.40789475,-94.18913216,MISSING/NOT SPECIFIED,5,May,Human,A: <0.25 acres
2002,53,Arson,20,C,AL,31.0642,-87.8103,MISSING/NOT SPECIFIED,2,Feb,Human,C: 10-99.9 acres
2007,78,Missing/Undefined,1,B,PR,18.291122,-66.012032,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
2013,79,Debris Burning,5,B,TX,32.9319715,-95.5827334,PRIVATE,3,Mar,Human,B: 0.25-9.9 acres
2003,206,Lightning,0.1,A,AZ,36.4478,-113.1913,BLM,7,Jul,Natural,A: <0.25 acres
2012,258,Debris Burning,2,B,ND,47.06721,-98.676367,PRIVATE,9,Sep,Human,B: 0.25-9.9 acres
2006,38,Miscellaneous,1,B,TX,26.31280002,-98.69223001,MISSING/NOT SPECIFIED,2,Feb,Human,B: 0.25-9.9 acres
1998,121,Miscellaneous,0.2,A,WI,45.9708,-89.8899,BIA,4,Apr,Human,A: <0.25 acres
2008,211,Missing/Undefined,524,E,NC,35.42345,-82.24561,MISSING/NOT SPECIFIED,7,Jul,Human,E: 300-999 acres
1992,247,Equipment Use,0.1,A,CA,39.51888888,-121.47305555,MISSING/NOT SPECIFIED,9,Sep,Human,A: <0.25 acres
2001,224,Campfire,0.1,A,OR,45.63944444,-118.06861111,USFS,8,Aug,Human,A: <0.25 acres
2009,219,Lightning,0.1,A,OR,42.7894,-123.6953,PRIVATE,8,Aug,Natural,A: <0.25 acres
2011,96,Arson,1,B,NE,42.175,-96.4436,BIA,4,Apr,Human,B: 0.25-9.9 acres
2006,96,Debris Burning,20,C,MS,34.3717,-89.1056,MISSING/NOT SPECIFIED,4,Apr,Human,C: 10-99.9 acres
2008,203,Missing/Undefined,0.1,A,OK,34.08583,-94.7845,MISSING/NOT SPECIFIED,7,Jul,Human,A: <0.25 acres
2000,168,Lightning,0.1,A,AZ,34.3025,-110.2075,USFS,6,Jun,Natural,A: <0.25 acres
2006,64,Arson,3,B,TN,35.37832999,-84.89832997,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
2011,29,Campfire,19.4,C,OK,34.6114,-97.2083,STATE,1,Jan,Human,C: 10-99.9 acres
2011,86,Missing/Undefined,2,B,PR,18.002171,-67.177948,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
1992,166,Lightning,6,B,FL,26.22,-81.68,MISSING/NOT SPECIFIED,6,Jun,Natural,B: 0.25-9.9 acres
2007,91,Missing/Undefined,0.25,A,PR,18.141129,-65.36467,MISSING/NOT SPECIFIED,3,Mar,Human,A: <0.25 acres
2010,79,Smoking,18.9,C,MN,45.98338921,-93.62863248,PRIVATE,3,Mar,Human,C: 10-99.9 acres
2002,57,Debris Burning,1,B,MS,30.5831,-88.7175,MISSING/NOT SPECIFIED,2,Feb,Human,B: 0.25-9.9 acres
2010,198,Lightning,0.1,A,AZ,35.3269444,-111.957778,USFS,7,Jul,Natural,A: <0.25 acres
2005,27,Arson,0.2,A,AL,31.033707,-87.657681,MISSING/NOT SPECIFIED,1,Jan,Human,A: <0.25 acres
1996,146,Arson,0.1,A,MI,44.69262442,-85.40434131,MISSING/NOT SPECIFIED,5,May,Human,A: <0.25 acres
2001,125,Debris Burning,0.1,A,CA,39.13694444,-121.14694444,MISSING/NOT SPECIFIED,5,May,Human,A: <0.25 acres
2004,230,Lightning,0.1,A,CO,40.439,-108.9725,NPS,8,Aug,Natural,A: <0.25 acres
2011,237,Lightning,1.2,B,OR,44.05861111,-118.72861111,USFS,8,Aug,Natural,B: 0.25-9.9 acres
1996,151,Missing/Undefined,0.1,A,NM,36.22527694,-105.21277618,PRIVATE,5,May,Human,A: <0.25 acres
2014,93,Equipment Use,0.3,B,NC,35.61948333,-81.50388333,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
1995,162,Missing/Undefined,5,B,NM,35.00472259,-106.00611114,PRIVATE,6,Jun,Human,B: 0.25-9.9 acres
2013,181,Lightning,0.1,A,MT,46.8074,-112.0369,PRIVATE,6,Jun,Natural,A: <0.25 acres
2014,188,Powerline,0.5,B,TX,32.3795831,-99.7487944,MISSING/NOT SPECIFIED,7,Jul,Human,B: 0.25-9.9 acres
2002,110,Debris Burning,1.5,B,MN,46.1409861,-92.61298829,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
1999,363,Miscellaneous,6,B,OK,34.3089,-95.8753,MISSING/NOT SPECIFIED,12,Dec,Human,B: 0.25-9.9 acres
2012,23,Debris Burning,1,B,TX,33.122789,-94.263918,MISSING/NOT SPECIFIED,1,Jan,Human,B: 0.25-9.9 acres
2013,196,Miscellaneous,0.1,A,NY,40.7832,-73.202,MISSING/NOT SPECIFIED,7,Jul,Human,A: <0.25 acres
2005,107,Debris Burning,0.5,B,WV,37.81311589,-80.84835211,PRIVATE,4,Apr,Human,B: 0.25-9.9 acres
2006,89,Debris Burning,0.2,A,TN,35.35833,-87.46667,MISSING/NOT SPECIFIED,3,Mar,Human,A: <0.25 acres
1994,238,Lightning,0.1,A,AZ,35.025,-111.94,USFS,8,Aug,Natural,A: <0.25 acres
2010,296,Arson,14.5,C,LA,31.5552,-93.3807,MISSING/NOT SPECIFIED,10,Oct,Human,C: 10-99.9 acres
1998,203,Arson,1.5,B,VA,36.9,-77.3167,MISSING/NOT SPECIFIED,7,Jul,Human,B: 0.25-9.9 acres
2015,121,Smoking,1.3,B,NY,42.7898,-73.9696,PRIVATE,4,Apr,Human,B: 0.25-9.9 acres
2005,155,Miscellaneous,50,C,CA,35.2075,-117.4451,BLM,6,Jun,Human,C: 10-99.9 acres
2004,113,Equipment Use,0.1,A,CA,32.8085117,-116.86713777,OTHER FEDERAL,4,Apr,Human,A: <0.25 acres
1999,227,Miscellaneous,8,B,LA,32.8553,-93.9744,MISSING/NOT SPECIFIED,8,Aug,Human,B: 0.25-9.9 acres
2008,86,Missing/Undefined,15,C,OK,34.8359,-95.0508,MISSING/NOT SPECIFIED,3,Mar,Human,C: 10-99.9 acres
2008,89,Miscellaneous,0.1,A,NE,41.19401,-99.37392,MISSING/NOT SPECIFIED,3,Mar,Human,A: <0.25 acres
2004,227,Lightning,1.5,B,OR,45.20583333,-116.79277778,USFS,8,Aug,Natural,B: 0.25-9.9 acres
1994,108,Lightning,0.4,B,NM,36.8931,-107.0228,BIA,4,Apr,Natural,B: 0.25-9.9 acres
2005,47,Campfire,3,B,AR,33.49583002,-92.66466,MISSING/NOT SPECIFIED,2,Feb,Human,B: 0.25-9.9 acres
2006,220,Lightning,0.25,A,MT,46.25722222,-113.82222222,USFS,8,Aug,Natural,A: <0.25 acres
2000,122,Children,1,B,NJ,39.16667,-74.78333,MISSING/NOT SPECIFIED,5,May,Human,B: 0.25-9.9 acres
2005,102,Missing/Undefined,0.5,B,PR,17.999434,-66.026398,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
2006,205,Lightning,0.01,A,OR,42.50017,-121.86967,PRIVATE,7,Jul,Natural,A: <0.25 acres
1993,5,Lightning,0.1,A,FL,26.68,-81.57,MISSING/NOT SPECIFIED,1,Jan,Natural,A: <0.25 acres
2005,317,Missing/Undefined,10,C,KY,37.91958998,-82.75783998,MISSING/NOT SPECIFIED,11,Nov,Human,C: 10-99.9 acres
1995,78,Debris Burning,13,C,MO,37.9327328,-92.86288938,MISSING/NOT SPECIFIED,3,Mar,Human,C: 10-99.9 acres
2008,210,Miscellaneous,0.01,A,OR,43.52083,-121.64583,PRIVATE,7,Jul,Human,A: <0.25 acres
1998,151,Campfire,0.1,A,WV,39.57686708,-80.04273146,PRIVATE,5,May,Human,A: <0.25 acres
2015,123,Debris Burning,1.7,B,NY,44.2153,-74.4515,PRIVATE,5,May,Human,B: 0.25-9.9 acres
2008,268,Lightning,415,E,OR,43.55222222,-120.97027778,USFS,9,Sep,Natural,E: 300-999 acres
2014,144,Miscellaneous,0.5,B,CA,39.11194444,-120.7675,USFS,5,May,Human,B: 0.25-9.9 acres
1994,103,Debris Burning,0.44,B,GA,32.6473,-84.6244,PRIVATE,4,Apr,Human,B: 0.25-9.9 acres
2001,319,Debris Burning,0.1,A,SC,33.3769,-80.3625,MISSING/NOT SPECIFIED,11,Nov,Human,A: <0.25 acres
2006,297,Miscellaneous,0.1,A,CA,39.36833333,-120.15111111,USFS,10,Oct,Human,A: <0.25 acres
1996,62,Arson,7,B,AL,33.38393,-86.87349,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
2001,226,Smoking,3.6,B,PA,41.52416667,-78.9975,STATE OR PRIVATE,8,Aug,Human,B: 0.25-9.9 acres
1999,26,Debris Burning,1.6,B,GA,32.3897,-82.6611,MISSING/NOT SPECIFIED,1,Jan,Human,B: 0.25-9.9 acres
1992,95,Debris Burning,2,B,MN,45.838934,-95.08935,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
1999,71,Arson,0.2,A,SC,34.7167,-79.8,MISSING/NOT SPECIFIED,3,Mar,Human,A: <0.25 acres
2004,183,Lightning,0.1,A,OR,44.2332,-119.5344,BLM,7,Jul,Natural,A: <0.25 acres
2009,52,Debris Burning,20,C,TX,32.58431,-98.21215,STATE OR PRIVATE,2,Feb,Human,C: 10-99.9 acres
2011,271,Equipment Use,1,B,TX,33.589169,-98.736877,STATE OR PRIVATE,9,Sep,Human,B: 0.25-9.9 acres
2011,50,Missing/Undefined,0.2,A,NC,36.45,-78.99166667,MISSING/NOT SPECIFIED,2,Feb,Human,A: <0.25 acres
1994,264,Miscellaneous,0.1,A,CA,38.87166667,-120.09,USFS,9,Sep,Human,A: <0.25 acres
2014,74,Debris Burning,45,C,MO,37.880976,-91.445056,MISSING/NOT SPECIFIED,3,Mar,Human,C: 10-99.9 acres
2014,157,Miscellaneous,0.1,A,NY,40.6947,-73.9898,MISSING/NOT SPECIFIED,6,Jun,Human,A: <0.25 acres
2002,82,Debris Burning,0.5,B,NC,36.15,-78.9,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
2001,267,Lightning,0.1,A,CA,39.96916667,-120.81722222,USFS,9,Sep,Natural,A: <0.25 acres
2004,88,Miscellaneous,1,B,SC,33.16139,-81.42278,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
2011,108,Miscellaneous,0.1,A,GA,34.43200774,-84.16337849,PRIVATE,4,Apr,Human,A: <0.25 acres
2015,360,Miscellaneous,0.01,A,CA,33.677641,-117.340554,MISSING/NOT SPECIFIED,12,Dec,Human,A: <0.25 acres
2013,319,Miscellaneous,0.1,A,SD,45.3714,-99.5526,PRIVATE,11,Nov,Human,A: <0.25 acres
2014,93,Debris Burning,1.73,B,GA,32.74094444,-82.73347222,PRIVATE,4,Apr,Human,B: 0.25-9.9 acres
1993,98,Debris Burning,2,B,WV,39.6670898,-80.21898753,PRIVATE,4,Apr,Human,B: 0.25-9.9 acres
2015,82,Debris Burning,1,B,KS,38.1,-95.89,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
2006,349,Arson,16.06,C,GA,31.49042399,-81.35544361,MISSING/NOT SPECIFIED,12,Dec,Human,C: 10-99.9 acres
2010,112,Miscellaneous,0.42,B,NY,44.66931652,-74.99152198,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
1997,327,Arson,0.1,A,CA,38.97888888,-121.05111111,MISSING/NOT SPECIFIED,11,Nov,Human,A: <0.25 acres
2012,191,Miscellaneous,0.1,A,NY,43.147,-78.855,MISSING/NOT SPECIFIED,7,Jul,Human,A: <0.25 acres
2000,190,Lightning,0.1,A,MT,46.01555556,-113.72833333,USFS,7,Jul,Natural,A: <0.25 acres
1999,5,Arson,0.1,A,WA,46.04902,-122.32568,PRIVATE,1,Jan,Human,A: <0.25 acres
2001,189,Fireworks,0.25,A,WI,43.657397,-89.800939,MISSING/NOT SPECIFIED,7,Jul,Human,A: <0.25 acres
1995,200,Debris Burning,2,B,AL,32.573480000000004,-85.84156,MISSING/NOT SPECIFIED,7,Jul,Human,B: 0.25-9.9 acres
1993,177,Lightning,0.2,A,ID,45.87333333,-115.52166667,STATE OR PRIVATE,6,Jun,Natural,A: <0.25 acres
1999,233,Lightning,0.1,A,MT,47.26805556,-115.05194444,USFS,8,Aug,Natural,A: <0.25 acres
2002,212,Railroad,0.5,B,FL,24.6978,-81.3258,MISSING/NOT SPECIFIED,7,Jul,Human,B: 0.25-9.9 acres
2003,207,Fireworks,0.1,A,MT,45.4589,-107.722,BIA,7,Jul,Human,A: <0.25 acres
2003,269,Equipment Use,0.5,B,AL,32.437193,-86.63274,MISSING/NOT SPECIFIED,9,Sep,Human,B: 0.25-9.9 acres
2005,113,Debris Burning,0.2,A,NC,34.56345,-78.83396,MISSING/NOT SPECIFIED,4,Apr,Human,A: <0.25 acres
2008,327,Miscellaneous,0.25,A,NJ,40.4567,-74.9341,MISSING/NOT SPECIFIED,11,Nov,Human,A: <0.25 acres
2005,106,Miscellaneous,0.5,B,ND,48.8378,-99.7274,TRIBAL,4,Apr,Human,B: 0.25-9.9 acres
2008,137,Miscellaneous,0.1,A,CA,36.43,-119.925,MISSING/NOT SPECIFIED,5,May,Human,A: <0.25 acres
2004,130,Arson,75,C,MN,48.59952376,-96.58146904,MISSING/NOT SPECIFIED,5,May,Human,C: 10-99.9 acres
1998,194,Lightning,0.1,A,CO,37.34,-107.17166667,STATE OR PRIVATE,7,Jul,Natural,A: <0.25 acres
2008,154,Railroad,0.25,A,NJ,40.6025,-74.9022,MISSING/NOT SPECIFIED,6,Jun,Human,A: <0.25 acres
2013,92,Miscellaneous,0.5,B,NC,35.74226667,-78.07586667,STATE,4,Apr,Human,B: 0.25-9.9 acres
2013,90,Debris Burning,1,B,FL,30.4184,-83.1611,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
2004,97,Debris Burning,21,C,TX,32.56666999,-94.46666999,MISSING/NOT SPECIFIED,4,Apr,Human,C: 10-99.9 acres
2012,89,Debris Burning,1.5,B,GA,34.36508436,-84.71639317,PRIVATE,3,Mar,Human,B: 0.25-9.9 acres
2002,49,Railroad,5,B,OK,36.2883,-94.8503,MISSING/NOT SPECIFIED,2,Feb,Human,B: 0.25-9.9 acres
2004,215,Missing/Undefined,0.1,A,ID,46.652931,-115.669202,MISSING/NOT SPECIFIED,8,Aug,Human,A: <0.25 acres
2004,177,Fireworks,0.3,B,SD,43.0305,-102.5424,BIA,6,Jun,Human,B: 0.25-9.9 acres
2001,169,Lightning,0.1,A,MT,48.89722222,-114.95083333,STATE OR PRIVATE,6,Jun,Natural,A: <0.25 acres
2005,323,Equipment Use,0.46,B,GA,32.35198413,-82.55421316,MISSING/NOT SPECIFIED,11,Nov,Human,B: 0.25-9.9 acres
2013,161,Miscellaneous,0.1,A,CA,38.626933,-122.7315,MISSING/NOT SPECIFIED,6,Jun,Human,A: <0.25 acres
2014,305,Campfire,0.5,B,TX,30.357771,-95.188379,MISSING/NOT SPECIFIED,11,Nov,Human,B: 0.25-9.9 acres
1996,339,Debris Burning,1.57,B,GA,33.3836,-82.0101,MISSING/NOT SPECIFIED,12,Dec,Human,B: 0.25-9.9 acres
2000,160,Lightning,2,B,UT,40.68133,-112.5547,STATE,6,Jun,Natural,B: 0.25-9.9 acres
2006,181,Lightning,0.25,A,AZ,34.43388889,-111.04972222,USFS,6,Jun,Natural,A: <0.25 acres
2012,186,Fireworks,0.1,A,NE,41.84322,-103.6684,MISSING/NOT SPECIFIED,7,Jul,Human,A: <0.25 acres
1993,324,Equipment Use,0.2,A,CA,40.02194444,-122.16694444,MISSING/NOT SPECIFIED,11,Nov,Human,A: <0.25 acres
2008,251,Miscellaneous,0.1,A,AZ,34.88472222,-111.34138889,USFS,9,Sep,Human,A: <0.25 acres
1999,86,Arson,10,C,KY,38.0319,-82.6589,MISSING/NOT SPECIFIED,3,Mar,Human,C: 10-99.9 acres
1998,215,Miscellaneous,1,B,TX,32.75208,-94.64375,MISSING/NOT SPECIFIED,8,Aug,Human,B: 0.25-9.9 acres
2005,133,Smoking,1,B,NY,43.18912861,-77.57059587,MISSING/NOT SPECIFIED,5,May,Human,B: 0.25-9.9 acres
1999,120,Debris Burning,0.03,A,WI,44.525216,-89.526773,MISSING/NOT SPECIFIED,4,Apr,Human,A: <0.25 acres
2010,240,Smoking,0.5,B,WA,46.20203,-117.9734,PRIVATE,8,Aug,Human,B: 0.25-9.9 acres
2015,140,Miscellaneous,3,B,MA,41.945035,-71.167399,MISSING/NOT SPECIFIED,5,May,Human,B: 0.25-9.9 acres
2001,23,Equipment Use,1.2,B,NC,36.4167,-80.45,MISSING/NOT SPECIFIED,1,Jan,Human,B: 0.25-9.9 acres
2005,360,Debris Burning,7,B,TX,31.73805997,-95.15277997,MISSING/NOT SPECIFIED,12,Dec,Human,B: 0.25-9.9 acres
2004,71,Debris Burning,0.7,B,NC,35.3333,-78.6833,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
2004,107,Debris Burning,5,B,VA,37.60667001,-76.70834,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
2011,96,Debris Burning,0.8,B,GA,31.58706171,-83.55557666,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
2005,224,Lightning,0.1,A,SD,43.63777778,-103.60972222,USFS,8,Aug,Natural,A: <0.25 acres
2002,304,Equipment Use,0.01,A,OR,44.65274,-123.62074,PRIVATE,10,Oct,Human,A: <0.25 acres
2004,205,Lightning,0.1,A,CO,37.3064,-108.737,BIA,7,Jul,Natural,A: <0.25 acres
2002,124,Campfire,0.1,A,WV,39.4427808,-78.19839672,STATE,5,May,Human,A: <0.25 acres
2005,109,Equipment Use,0.25,A,NJ,39.42346998,-74.69970997,MISSING/NOT SPECIFIED,4,Apr,Human,A: <0.25 acres
2011,328,Miscellaneous,0.5,B,TX,32.2441,-102.5219,STATE OR PRIVATE,11,Nov,Human,B: 0.25-9.9 acres
1994,193,Equipment Use,3300,F,CA,40.73111111,-122.89194444,MISSING/NOT SPECIFIED,7,Jul,Human,F: 1000-4999 acres
2015,241,Lightning,0.1,A,NM,35.76305556,-105.41222222,USFS,8,Aug,Natural,A: <0.25 acres
2003,272,Miscellaneous,0.1,A,MT,48.1381,-104.945,BIA,9,Sep,Human,A: <0.25 acres
2009,167,Miscellaneous,0.1,A,NY,42.87561797,-78.86327652,MISSING/NOT SPECIFIED,6,Jun,Human,A: <0.25 acres
