FIRE_YEAR,DISCOVERY_DOY,STAT_CAUSE_DESCR,FIRE_SIZE,FIRE_SIZE_CLASS,STATE,LATITUDE,LONGITUDE,OWNER_DESCR,MONTH,MONTH_NAME,CAUSE_TYPE,SIZE_CLASS_LABEL
1999,235,Lightning,3,B,AZ,36.36,-113.8358,BLM,8,Aug,Natural,B: 0.25-9.9 acres
2004,77,Arson,10,C,GA,32.10097572,-81.94747958,MISSING/NOT SPECIFIED,3,Mar,Human,C: 10-99.9 acres
2000,69,Debris Burning,1.5,B,NC,35.3,-78.8333,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
1996,102,Equipment Use,50.7,C,MN,43.63066852,-91.55404812,MISSING/NOT SPECIFIED,4,Apr,Human,C: 10-99.9 acres
2006,332,Miscellaneous,0.1,A,GA,30.92852715,-81.71489603,MISSING/NOT SPECIFIED,11,Nov,Human,A: <0.25 acres
2005,303,Campfire,1,B,FL,29.41555999,-82.53778001,MISSING/NOT SPECIFIED,10,Oct,Human,B: 0.25-9.9 acres
2005,66,Debris Burning,1,B,NC,36.12558,-76.87272,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
1994,276,Debris Burning,1.5,B,OR,44.77448,-122.57803,PRIVATE,10,Oct,Human,B: 0.25-9.9 acres
1992,76,Debris Burning,5.17,B,GA,31.9783,-82.9216,PRIVATE,3,Mar,Human,B: 0.25-9.9 acres
2007,122,Campfire,0.68,B,WI,45.78448,-91.22528,MISSING/NOT SPECIFIED,5,May,Human,B: 0.25-9.9 acres
1996,162,Debris Burning,0.3,B,NM,35.1036,-108.5904,BIA,6,Jun,Human,B: 0.25-9.9 acres
2013,200,Lightning,0.12,A,CO,37.2883,-108.5891,MISSING/NOT SPECIFIED,7,Jul,Natural,A: <0.25 acres
2011,105,Equipment Use,0.01,A,CA,34.2375,-117.42694444,STATE OR PRIVATE,4,Apr,Human,A: <0.25 acres
2014,146,Missing/Undefined,0.01,A,CA,37.64363008,-120.76266438,MISSING/NOT SPECIFIED,5,May,Human,A: <0.25 acres
2000,202,Lightning,0.1,A,FL,30.5,-81.99,MISSING/NOT SPECIFIED,7,Jul,Natural,A: <0.25 acres
2007,227,Equipment Use,125,D,NM,33.03194,-103.1711,MISSING/NOT SPECIFIED,8,Aug,Human,D: 100-299 acres
1994,40,Children,0.2,A,NC,35.525,-77.4017,MISSING/NOT SPECIFIED,2,Feb,Human,A: <0.25 acres
2001,277,Arson,0.01,A,OR,43.10638,-124.39775,PRIVATE,10,Oct,Human,A: <0.25 acres
2003,218,Lightning,5.5,B,OR,45.20697,-119.35925,PRIVATE,8,Aug,Natural,B: 0.25-9.9 acres
2008,111,Miscellaneous,2.5,B,NY,40.72583734,-73.43129288,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
2005,107,Miscellaneous,0.75,B,NY,41.32183748,-73.69288439,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
2012,38,Arson,0.25,A,NJ,39.917485,-74.208005,MUNICIPAL/LOCAL,2,Feb,Human,A: <0.25 acres
2012,147,Debris Burning,1.8,B,GA,33.35996083,-84.12775416,STATE,5,May,Human,B: 0.25-9.9 acres
1995,148,Debris Burning,0.3,B,AL,31.72008,-88.30449,MISSING/NOT SPECIFIED,5,May,Human,B: 0.25-9.9 acres
2015,37,Arson,5,B,OK,35.94533,-94.688,PRIVATE,2,Feb,Human,B: 0.25-9.9 acres
2000,252,Lightning,0.2,A,ID,45.16777778,-115.33472222,USFS,9,Sep,Natural,A: <0.25 acres
2003,104,Children,0.2,A,WV,38.92934331,-79.86805348,PRIVATE,4,Apr,Human,A: <0.25 acres
2005,108,Miscellaneous,1.1,B,NY,43.53593871,-73.41016836,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
2011,239,Miscellaneous,100,D,FL,29.3925,-81.6431,PRIVATE,8,Aug,Human,D: 100-299 acres
1993,245,Smoking,1,B,CA,37.04694444,-120.62611111,MISSING/NOT SPECIFIED,9,Sep,Human,B: 0.25-9.9 acres
2012,59,Powerline,100,D,TX,36.3307102,-101.350937,MISSING/NOT SPECIFIED,2,Feb,Human,D: 100-299 acres
1994,77,Smoking,2.68,B,GA,32.9894,-82.2965,PRIVATE,3,Mar,Human,B: 0.25-9.9 acres
2015,83,Debris Burning,1,B,PA,40.53456,-77.02913,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
2015,80,Debris Burning,5,B,KS,38.85,-95.84,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
2000,166,Equipment Use,12.3,C,AL,31.4164,-85.1553,MISSING/NOT SPECIFIED,6,Jun,Human,C: 10-99.9 acres
1998,31,Arson,2.5,B,AL,34.3133,-85.5203,MISSING/NOT SPECIFIED,2,Feb,Human,B: 0.25-9.9 acres
2000,135,Miscellaneous,0.5,B,NC,36.2333,-81.85,MISSING/NOT SPECIFIED,5,May,Human,B: 0.25-9.9 acres
1994,96,Children,10,C,NC,35.565,-76.9717,MISSING/NOT SPECIFIED,4,Apr,Human,C: 10-99.9 acres
2000,365,Smoking,30,C,SC,34.5317,-79.8947,MISSING/NOT SPECIFIED,12,Dec,Human,C: 10-99.9 acres
2003,251,Lightning,0.25,A,SD,44.14739998,-103.40200001,MISSING/NOT SPECIFIED,9,Sep,Natural,A: <0.25 acres
2009,182,Missing/Undefined,0.1,A,NV,36.0153,-115.0375,PRIVATE,6,Jun,Human,A: <0.25 acres
2007,198,Miscellaneous,0.1,A,SD,43.2458,-100.8375,BIA,7,Jul,Human,A: <0.25 acres
1996,237,Lightning,0.2,A,AZ,35.24333333,-111.99,USFS,8,Aug,Natural,A: <0.25 acres
1993,172,Lightning,0.8,B,NM,36.26666667,-105.73333333,USFS,6,Jun,Natural,B: 0.25-9.9 acres
2008,192,Miscellaneous,0.1,A,NY,40.68889745,-73.90510728,MISSING/NOT SPECIFIED,7,Jul,Human,A: <0.25 acres
2015,196,Campfire,0.1,A,WA,46.3262,-121.487,BIA,7,Jul,Human,A: <0.25 acres
2006,62,Arson,8,B,MS,31.6333,-89.2264,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
2005,211,Lightning,190,D,UT,37.3692,-113.9675,BLM,7,Jul,Natural,D: 100-299 acres
2013,125,Miscellaneous,0.1,A,NY,41.4741,-74.8349,MISSING/NOT SPECIFIED,5,May,Human,A: <0.25 acres
1993,183,Miscellaneous,950,E,WA,45.85,-119.83333333,STATE,7,Jul,Human,E: 300-999 acres
2000,305,Campfire,0.1,A,NC,35.20277778,-82.85805556,USFS,11,Nov,Human,A: <0.25 acres
1997,119,Children,0.1,A,CA,37.38194444,-120.62194444,MISSING/NOT SPECIFIED,4,Apr,Human,A: <0.25 acres
2005,185,Debris Burning,3,B,NM,35.91049999,-106.90629998,MISSING/NOT SPECIFIED,7,Jul,Human,B: 0.25-9.9 acres
2009,100,Arson,9.64,B,WI,45.475213,-88.394905,COUNTY,4,Apr,Human,B: 0.25-9.9 acres
1994,257,Lightning,0.1,A,WY,41.35,-106.35,USFS,9,Sep,Natural,A: <0.25 acres
1997,348,Arson,0.1,A,CA,40.29305555,-123.78805555,MISSING/NOT SPECIFIED,12,Dec,Human,A: <0.25 acres
2005,109,Debris Burning,0.09,A,GA,32.7873671,-84.50716027,MISSING/NOT SPECIFIED,4,Apr,Human,A: <0.25 acres
1996,87,Equipment Use,0.1,A,WV,39.51038874,-80.24856939,STATE,3,Mar,Human,A: <0.25 acres
2002,215,Debris Burning,21,C,TX,30.33110998,-95.23944001,MISSING/NOT SPECIFIED,8,Aug,Human,C: 10-99.9 acres
2002,312,Miscellaneous,25,C,NM,35.99194,-105.3053,MISSING/NOT SPECIFIED,11,Nov,Human,C: 10-99.9 acres
1998,299,Campfire,0.25,A,NJ,39.69584,-74.96667,MISSING/NOT SPECIFIED,10,Oct,Human,A: <0.25 acres
1992,226,Lightning,2,B,UT,40.335,-111.505,USFS,8,Aug,Natural,B: 0.25-9.9 acres
2012,328,Arson,0.1,A,NC,35.82766667,-81.52575,PRIVATE,11,Nov,Human,A: <0.25 acres
2007,98,Miscellaneous,0.2,A,AZ,35.0868,-111.7326,MISSING/NOT SPECIFIED,4,Apr,Human,A: <0.25 acres
2012,74,Smoking,0.5,B,PA,41.7859,-76.788,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
2006,135,Debris Burning,1,B,WA,48.92433648,-119.28451512,MISSING/NOT SPECIFIED,5,May,Human,B: 0.25-9.9 acres
2007,185,Missing/Undefined,0.25,A,UT,41.04743701,-111.63131948,MISSING/NOT SPECIFIED,7,Jul,Human,A: <0.25 acres
1992,123,Missing/Undefined,2,B,SC,34.74166667,-81.19583333,MISSING/NOT SPECIFIED,5,May,Human,B: 0.25-9.9 acres
2009,347,Debris Burning,1,B,TX,30.111131,-99.103461,STATE OR PRIVATE,12,Dec,Human,B: 0.25-9.9 acres
1994,204,Lightning,0.1,A,OR,44.97,-117.57666667,USFS,7,Jul,Natural,A: <0.25 acres
2010,129,Campfire,0.1,A,UT,38.7289,-109.8019,BLM,5,May,Human,A: <0.25 acres
2002,172,Miscellaneous,0.1,A,MT,45.5578,-107.3381,BIA,6,Jun,Human,A: <0.25 acres
1997,189,Lightning,0.1,A,UT,39.5208,-110.1507,BLM,7,Jul,Natural,A: <0.25 acres
2015,78,Debris Burning,0.3,B,WV,39.29325473,-80.42824979,PRIVATE,3,Mar,Human,B: 0.25-9.9 acres
2007,156,Lightning,12.04,C,GA,32.76307201,-84.93964415,MISSING/NOT SPECIFIED,6,Jun,Natural,C: 10-99.9 acres
2000,153,Debris Burning,0.03,A,GA,32.5782,-82.8038,STATE,6,Jun,Human,A: <0.25 acres
1993,312,Debris Burning,0.2,A,NC,35.485,-82.725,MISSING/NOT SPECIFIED,11,Nov,Human,A: <0.25 acres
2009,22,Debris Burning,1.16,B,GA,31.68630751,-83.05817238,MISSING/NOT SPECIFIED,1,Jan,Human,B: 0.25-9.9 acres
2004,228,Lightning,0.1,A,CO,37.0844,-107.7734,BIA,8,Aug,Natural,A: <0.25 acres
1998,305,Miscellaneous,25,C,LA,30.9731,-92.7811,MISSING/NOT SPECIFIED,11,Nov,Human,C: 10-99.9 acres
2014,190,Equipment Use,1,B,TX,32.536105,-100.419674,MISSING/NOT SPECIFIED,7,Jul,Human,B: 0.25-9.9 acres
1995,72,Debris Burning,0.1,A,GA,34.2413,-84.1163,MISSING/NOT SPECIFIED,3,Mar,Human,A: <0.25 acres
2011,28,Debris Burning,96,C,AR,34.90702,-93.62826,PRIVATE,1,Jan,Human,C: 10-99.9 acres
2002,12,Debris Burning,15,C,TX,32.39791001,-94.96457998,MISSING/NOT SPECIFIED,1,Jan,Human,C: 10-99.9 acres
2008,177,Powerline,0.25,A,WA,48.53796,-122.81341,PRIVATE,6,Jun,Human,A: <0.25 acres
1996,94,Debris Burning,6,B,MS,33.97419406,-89.3997816,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
2014,227,Lightning,0.1,A,WA,47.6772,-118.3817,BLM,8,Aug,Natural,A: <0.25 acres
2001,15,Debris Burning,0.57,B,GA,30.9843,-83.5369,PRIVATE,1,Jan,Human,B: 0.25-9.9 acres
2005,363,Miscellaneous,0.1,A,FL,25.608684,-80.574181,NPS,12,Dec,Human,A: <0.25 acres
1994,162,Miscellaneous,0.1,A,NC,35.6783,-81.475,MISSING/NOT SPECIFIED,6,Jun,Human,A: <0.25 acres
2011,55,Arson,0.7,B,GA,32.55841529,-84.54182021,PRIVATE,2,Feb,Human,B: 0.25-9.9 acres
2005,313,Arson,0.6,B,TN,36.0966667,-87.7916667,PRIVATE,11,Nov,Human,B: 0.25-9.9 acres
1998,332,Debris Burning,10,C,TN,35.2417,-87.1783,MISSING/NOT SPECIFIED,11,Nov,Human,C: 10-99.9 acres
2001,187,Missing/Undefined,1,B,HI,21.5620289,-158.1130524,MISSING/NOT SPECIFIED,7,Jul,Human,B: 0.25-9.9 acres
1999,201,Lightning,1,B,OR,42.76833333,-122.33555556,USFS,7,Jul,Natural,B: 0.25-9.9 acres
1996,166,Miscellaneous,10,C,ID,43.5232,-116.7226,BLM,6,Jun,Human,C: 10-99.9 acres
2001,303,Debris Burning,2.94,B,GA,33.8301,-84.8575,PRIVATE,10,Oct,Human,B: 0.25-9.9 acres
1996,182,Lightning,0.8,B,AZ,34.48,-111.00833333,USFS,6,Jun,Natural,B: 0.25-9.9 acres
2006,70,Lightning,0.1,A,NY,40.89030908,-73.13218394,MISSING/NOT SPECIFIED,3,Mar,Natural,A: <0.25 acres
2006,212,Equipment Use,4,B,SD,44.5099,-100.03639999,MISSING/NOT SPECIFIED,7,Jul,Human,B: 0.25-9.9 acres
2007,145,Arson,9.59,B,GA,34.16587609,-84.97559172,MISSING/NOT SPECIFIED,5,May,Human,B: 0.25-9.9 acres
2002,54,Debris Burning,225,D,WV,37.39976333,-81.7835716,PRIVATE,2,Feb,Human,D: 100-299 acres
2001,251,Campfire,0.1,A,ID,43.65416667,-115.19277778,USFS,9,Sep,Human,A: <0.25 acres
2011,339,Children,0.01,A,CA,32.837736,-116.778283,MISSING/NOT SPECIFIED,12,Dec,Human,A: <0.25 acres
1999,169,Lightning,0.1,A,CO,39.6355,-106.7678,BLM,6,Jun,Natural,A: <0.25 acres
1995,177,Arson,10,C,MS,30.41442184,-89.24570372,MISSING/NOT SPECIFIED,6,Jun,Human,C: 10-99.9 acres
2014,118,Powerline,1,B,TX,28.875115,-98.051767,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
2012,98,Debris Burning,0.25,A,VT,44.04222,-72.60389,MISSING/NOT SPECIFIED,4,Apr,Human,A: <0.25 acres
2001,262,Missing/Undefined,1,B,SD,44.81284,-102.33901,PRIVATE,9,Sep,Human,B: 0.25-9.9 acres
2015,147,Campfire,0.7,B,CA,39.30833333,-122.73944444,USFS,5,May,Human,B: 0.25-9.9 acres
1996,48,Arson,20,C,MS,34.32913864,-89.69428715,MISSING/NOT SPECIFIED,2,Feb,Human,C: 10-99.9 acres
2006,162,Lightning,0.5,B,WY,44.29605583,-105.5033887,MISSING/NOT SPECIFIED,6,Jun,Natural,B: 0.25-9.9 acres
2007,52,Miscellaneous,30,C,OK,34.6844,-94.8403,BIA,2,Feb,Human,C: 10-99.9 acres
1997,67,Debris Burning,2,B,MS,31.97016807,-88.7773075,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
1995,326,Missing/Undefined,40,C,OK,35.68960192,-94.58580025,MISSING/NOT SPECIFIED,11,Nov,Human,C: 10-99.9 acres
1992,15,Debris Burning,0.78,B,GA,31.0527,-83.1374,PRIVATE,1,Jan,Human,B: 0.25-9.9 acres
2014,105,Debris Burning,123,D,MN,44.16818234,-96.06347865,PRIVATE,4,Apr,Human,D: 100-299 acres
2003,76,Missing/Undefined,1.5,B,KY,37.34760002,-84.20699997,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
1992,184,Campfire,1,B,NM,36.11666667,-105.46666667,USFS,7,Jul,Human,B: 0.25-9.9 acres
1994,76,Debris Burning,15,C,MS,32.14067681,-88.9583604,MISSING/NOT SPECIFIED,3,Mar,Human,C: 10-99.9 acres
1999,351,Arson,6,B,AL,33.3697,-86.9433,MISSING/NOT SPECIFIED,12,Dec,Human,B: 0.25-9.9 acres
2012,17,Campfire,0.25,A,CA,36.563333,-121.875833,COUNTY,1,Jan,Human,A: <0.25 acres
1994,64,Missing/Undefined,0.1,A,CO,37.51032,-105.95558,MISSING/NOT SPECIFIED,3,Mar,Human,A: <0.25 acres
2000,6,Debris Burning,27,C,AL,32.5044,-87.3981,MISSING/NOT SPECIFIED,1,Jan,Human,C: 10-99.9 acres
2011,186,Campfire,0.01,A,MT,46.9538,-112.6708,MISSING/NOT SPECIFIED,7,Jul,Human,A: <0.25 acres
1993,67,Arson,4,B,OK,34.73833333,-94.87166667,USFS,3,Mar,Human,B: 0.25-9.9 acres
2005,184,Miscellaneous,0.05,A,WI,44.0094805,-89.31239585,MISSING/NOT SPECIFIED,7,Jul,Human,A: <0.25 acres
1998,115,Smoking,1,B,MN,45.78414,-93.780982,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
2008,99,Missing/Undefined,0.2,A,NC,35.26738,-79.42953,MISSING/NOT SPECIFIED,4,Apr,Human,A: <0.25 acres
2014,20,Miscellaneous,6,B,AL,33.427741,-85.427551,MISSING/NOT SPECIFIED,1,Jan,Human,B: 0.25-9.9 acres
1997,81,Debris Burning,8,B,MO,40.33318449,-91.73074978,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
1994,328,Equipment Use,5,B,FL,26.8,-80.35,MISSING/NOT SPECIFIED,11,Nov,Human,B: 0.25-9.9 acres
1997,136,Arson,30,C,AL,33.5203,-85.9117,MISSING/NOT SPECIFIED,5,May,Human,C: 10-99.9 acres
1997,139,Debris Burning,1.5,B,OR,45.47637,-118.06898,PRIVATE,5,May,Human,B: 0.25-9.9 acres
2011,214,Equipment Use,0.75,B,CA,38.57032,-122.442838,MISSING/NOT SPECIFIED,8,Aug,Human,B: 0.25-9.9 acres
2001,6,Smoking,5,B,NC,35.9333,-77.4,MISSING/NOT SPECIFIED,1,Jan,Human,B: 0.25-9.9 acres
1993,69,Debris Burning,1,B,NC,36.0083,-79.445,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
2002,224,Powerline,0.3,B,OR,45.1051,-121.4634,BIA,8,Aug,Human,B: 0.25-9.9 acres
1996,49,Campfire,2.5,B,AL,32.02949,-86.6624,MISSING/NOT SPECIFIED,2,Feb,Human,B: 0.25-9.9 acres
2015,169,Miscellaneous,0.1,A,NY,43.2406,-77.6217,PRIVATE,6,Jun,Human,A: <0.25 acres
2011,165,Missing/Undefined,0.1,A,AZ,31.5855999,-109.6977997,MISSING/NOT SPECIFIED,6,Jun,Human,A: <0.25 acres
1994,185,Miscellaneous,2,B,CA,35.3833,-115.8175,BLM,7,Jul,Human,B: 0.25-9.9 acres
1997,189,Arson,1,B,NC,34.7283,-78.6883,MISSING/NOT SPECIFIED,7,Jul,Human,B: 0.25-9.9 acres
2001,194,Arson,1,B,AR,33.5556,-93.6703,MISSING/NOT SPECIFIED,7,Jul,Human,B: 0.25-9.9 acres
2012,146,Debris Burning,13.79,C,GA,31.90628476,-84.92307572,PRIVATE,5,May,Human,C: 10-99.9 acres
1999,323,Debris Burning,0.2,A,VA,38.175,-78.6167,MISSING/NOT SPECIFIED,11,Nov,Human,A: <0.25 acres
1992,169,Equipment Use,0.1,A,OR,45.70162,-122.87004,COUNTY,6,Jun,Human,A: <0.25 acres
2007,156,Equipment Use,0.1,A,MN,47.5093297,-95.43907808,MISSING/NOT SPECIFIED,6,Jun,Human,A: <0.25 acres
2011,188,Lightning,0.01,A,ID,48.52027778,-116.94527778,STATE OR PRIVATE,7,Jul,Natural,A: <0.25 acres
2009,286,Miscellaneous,0.1,A,NY,41.26318842,-74.36502823,MISSING/NOT SPECIFIED,10,Oct,Human,A: <0.25 acres
2001,100,Arson,10,C,MS,34.5472,-88.2125,MISSING/NOT SPECIFIED,4,Apr,Human,C: 10-99.9 acres
2005,147,Campfire,1,B,CA,34.7511,-117.1648,BLM,5,May,Human,B: 0.25-9.9 acres
2012,249,Equipment Use,0.2,A,WI,44.126348,-89.8467359,PRIVATE,9,Sep,Human,A: <0.25 acres
2005,91,Missing/Undefined,1,B,PR,18.015701,-66.001656,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
2000,50,Arson,25,C,AL,30.8153,-87.8775,MISSING/NOT SPECIFIED,2,Feb,Human,C: 10-99.9 acres
2001,313,Debris Burning,0.27,B,GA,32.2016,-84.3388,STATE,11,Nov,Human,B: 0.25-9.9 acres
2004,61,Debris Burning,1.03,B,GA,31.09755681,-84.05318254,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
1996,95,Debris Burning,0.1,A,NC,34.6883,-78.4883,MISSING/NOT SPECIFIED,4,Apr,Human,A: <0.25 acres
2012,174,Debris Burning,0.1,A,WY,42.9808,-108.4478,BIA,6,Jun,Human,A: <0.25 acres
2005,184,Smoking,2,B,TX,31.96701,-95.97959,MISSING/NOT SPECIFIED,7,Jul,Human,B: 0.25-9.9 acres
2006,106,Smoking,1,B,TX,32.81112001,-98.03849999,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
2013,100,Equipment Use,4,B,TN,35.095383,-88.230533,PRIVATE,4,Apr,Human,B: 0.25-9.9 acres
1993,143,Arson,0.1,A,CO,39.99332,-105.13654,MISSING/NOT SPECIFIED,5,May,Human,A: <0.25 acres
2007,74,Arson,0.1,A,TN,36.069183,-83.15465,PRIVATE,3,Mar,Human,A: <0.25 acres
2003,90,Miscellaneous,40,C,FL,27.52500001,-81.39165997,MISSING/NOT SPECIFIED,3,Mar,Human,C: 10-99.9 acres
1996,64,Arson,2,B,MS,30.79147231,-88.61300257,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
2010,189,Debris Burning,6.5,B,CA,36.986944,-119.687778,STATE OR PRIVATE,7,Jul,Human,B: 0.25-9.9 acres
1997,160,Debris Burning,0.1,A,NM,36.375,-105.82166667,USFS,6,Jun,Human,A: <0.25 acres
2000,217,Lightning,40,C,MT,46.7386,-113.8962,MISSING/NOT SPECIFIED,8,Aug,Natural,C: 10-99.9 acres
2006,347,Equipment Use,3,B,FL,27.38278001,-82.42554999,MISSING/NOT SPECIFIED,12,Dec,Human,B: 0.25-9.9 acres
2011,215,Arson,110,D,OK,34.77925002,-95.74274998,PRIVATE,8,Aug,Human,D: 100-299 acres
1995,243,Missing/Undefined,0.1,A,ME,46.35,-68.18333333,STATE,8,Aug,Human,A: <0.25 acres
2004,212,Lightning,4187,F,CO,38.408,-108.6087,BLM,7,Jul,Natural,F: 1000-4999 acres
2015,98,Lightning,0.1,A,VA,37.58194444,-80.1375,PRIVATE,4,Apr,Natural,A: <0.25 acres
2007,70,Debris Burning,2.5,B,VA,37.34972,-80.83056,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
1997,199,Lightning,0.3,B,NM,35.05166667,-108.04,USFS,7,Jul,Natural,B: 0.25-9.9 acres
2007,106,Debris Burning,1,B,NE,41.19355,-97.29798,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
2008,123,Miscellaneous,0.5,B,TX,31.47096,-102.8959,MISSING/NOT SPECIFIED,5,May,Human,B: 0.25-9.9 acres
2007,193,Lightning,0.1,A,OR,43.07,-121.65361111,USFS,7,Jul,Natural,A: <0.25 acres
1996,172,Equipment Use,1.5,B,OR,42.42705,-122.78967,PRIVATE,6,Jun,Human,B: 0.25-9.9 acres
1993,127,Railroad,40,C,FL,26.34,-81.73,MISSING/NOT SPECIFIED,5,May,Human,C: 10-99.9 acres
1998,275,Debris Burning,1,B,GA,32.6472,-84.0558,MISSING/NOT SPECIFIED,10,Oct,Human,B: 0.25-9.9 acres
2005,182,Lightning,0.1,A,NY,43.57681853,-75.49745028,MISSING/NOT SPECIFIED,6,Jun,Natural,A: <0.25 acres
1999,259,Miscellaneous,2,B,AL,32.9078,-86.12,MISSING/NOT SPECIFIED,9,Sep,Human,B: 0.25-9.9 acres
2000,197,Arson,87,C,AL,34.46148,-85.5958,STATE,7,Jul,Human,C: 10-99.9 acres
2000,25,Miscellaneous,4,B,LA,30.2925,-93.6811,MISSING/NOT SPECIFIED,1,Jan,Human,B: 0.25-9.9 acres
2005,289,Campfire,57,C,LA,30.4737453,-93.21117619,MISSING/NOT SPECIFIED,10,Oct,Human,C: 10-99.9 acres
2004,36,Arson,18,C,AL,30.682981,-88.318654,MISSING/NOT SPECIFIED,2,Feb,Human,C: 10-99.9 acres
2007,166,Debris Burning,0.1,A,FL,30.55000002,-85.64111001,MISSING/NOT SPECIFIED,6,Jun,Human,A: <0.25 acres
1994,214,Lightning,0.8,B,ID,46.83333333,-116.17,USFS,8,Aug,Natural,B: 0.25-9.9 acres
2006,81,Arson,0.1,A,NY,40.65388031,-73.63131163,MISSING/NOT SPECIFIED,3,Mar,Human,A: <0.25 acres
1994,50,Railroad,1,B,AL,31.00929,-85.40342,MISSING/NOT SPECIFIED,2,Feb,Human,B: 0.25-9.9 acres
1992,30,Children,0.2,A,NC,35.1483,-82.9383,MISSING/NOT SPECIFIED,1,Jan,Human,A: <0.25 acres
2006,231,Railroad,200,D,TX,33.70532997,-96.77389997,MISSING/NOT SPECIFIED,8,Aug,Human,D: 100-299 acres
2013,187,Miscellaneous,2,B,CA,33.967683,-117.03675,MISSING/NOT SPECIFIED,7,Jul,Human,B: 0.25-9.9 acres
2011,232,Miscellaneous,6180,G,TX,31.266536,-97.725053,STATE OR PRIVATE,8,Aug,Human,G: 5000+ acres
2014,212,Lightning,0.01,A,MT,48.9725,-114.47277778,USFS,7,Jul,Natural,A: <0.25 acres
2008,286,Smoking,0.01,A,MT,47.8938,-114.6734,MISSING/NOT SPECIFIED,10,Oct,Human,A: <0.25 acres
1996,20,Debris Burning,5,B,NC,35.375,-78.815,MISSING/NOT SPECIFIED,1,Jan,Human,B: 0.25-9.9 acres
1994,211,Lightning,0.1,A,ID,45.89166667,-114.72,USFS,7,Jul,Natural,A: <0.25 acres
2003,70,Missing/Undefined,60,C,PR,18.036289,-66.911003,MISSING/NOT SPECIFIED,3,Mar,Human,C: 10-99.9 acres
2001,116,Arson,7,B,KY,36.7775,-83.285,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
2014,83,Miscellaneous,121,D,OK,36.3786,-96.3281,BIA,3,Mar,Human,D: 100-299 acres
2009,40,Arson,40,C,AL,33.894642,-85.453965,MISSING/NOT SPECIFIED,2,Feb,Human,C: 10-99.9 acres
2010,235,Debris Burning,1,B,TX,31.3921281,-94.7992994,STATE OR PRIVATE,8,Aug,Human,B: 0.25-9.9 acres
2001,54,Debris Burning,0.14,A,GA,30.8132,-84.6922,PRIVATE,2,Feb,Human,A: <0.25 acres
1995,188,Lightning,1,B,NY,43.568999,-74.42655,MISSING/NOT SPECIFIED,7,Jul,Natural,B: 0.25-9.9 acres
2006,8,Arson,2,B,LA,31.77056244,-92.13414586,MISSING/NOT SPECIFIED,1,Jan,Human,B: 0.25-9.9 acres
2002,82,Miscellaneous,8,B,OK,35.54,-94.9292,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
2012,221,Lightning,0.25,A,ID,43.86222222,-114.76027778,USFS,8,Aug,Natural,A: <0.25 acres
2010,302,Miscellaneous,0.1,A,NY,40.80197022,-73.17602077,MISSING/NOT SPECIFIED,10,Oct,Human,A: <0.25 acres
2001,138,Equipment Use,0.3,B,CA,36.87611111,-121.82305555,MISSING/NOT SPECIFIED,5,May,Human,B: 0.25-9.9 acres
1999,203,Lightning,3,B,OR,44.97157,-120.9928,PRIVATE,7,Jul,Natural,B: 0.25-9.9 acres
2015,286,Missing/Undefined,0.5,B,TX,30.44893,-97.98756,PRIVATE,10,Oct,Human,B: 0.25-9.9 acres
2005,60,Arson,5,B,NC,34.31346,-78.16679,MISSING/NOT SPECIFIED,2,Feb,Human,B: 0.25-9.9 acres
2005,138,Arson,0.2,A,NM,35.3008,-106.5617,BIA,5,May,Human,A: <0.25 acres
2006,262,Miscellaneous,2114,F,CA,39.61694444,-120.60166667,USFS,9,Sep,Human,F: 1000-4999 acres
2009,182,Smoking,0.25,A,WA,48.135838,-123.667495,PRIVATE,6,Jun,Human,A: <0.25 acres
